id,item,item_text,resp
101_959_2022,CREDI_B18,"Can the child point to a person or object when asked (e.g., “where is mama?” or “where is the ball?”)?",1
101_959_2022,CREDI_B19,"Can the child climb onto an object, such as a chair or bench?",1
101_959_2022,CREDI_B2,Does the child play by tapping an object on the ground or a table?,1
101_959_2022,CREDI_B20,"Can the child kick a ball, or other round objects, forward using his/her foot?",0
101_959_2022,CREDI_B3,Does the child intentionally move or change his/her position to get objects that are out of reach?,1
101_959_2022,CREDI_B4,"If the child likes an object and someone hides it (e.g put it under the bedsheet or behind some object), does the child look for it?",1
101_959_2022,CREDI_B5,Can the child hold him/herself in a sitting position without help or support for longer than a few seconds?,1
101_959_2022,CREDI_B6,Does the child look at an object when someone says “look!” and points to it?,1
101_959_2022,CREDI_B7,Can the child pick up and eat small pieces of food with his/her fingers?,1
101_959_2022,CREDI_B8,"Can the child crawl, roll, or scoot forward on his/her own?",1
101_959_2022,CREDI_B9,"Can the child transfer a small object (e.g., a small toy or stone) from one hand to the other?",0
101_959_2022,CREDI_C1,"Can the child maintain a standing position on his/her own, without holding on or receiving support?",1
101_959_2022,CREDI_C10,Does the child show sympathy or look concerned when others are hurt or sad?,1
101_959_2022,CREDI_C11,Can the child run more than a few steps without falling or bumping into objects?,1
101_959_2022,CREDI_C12,Can the child drink from a cup (without a lid) on his/her own without spilling?,1
101_959_2022,CREDI_C13,"Can the child stack three or more small objects (e.g., blocks, cups, bottle caps) on top of each other?",1
101_959_2022,CREDI_C14,"Can the child answer simple questions (e.g., “do you want water?”) by saying “yes” or “no,” rather than nodding?",1
101_959_2022,CREDI_C15,"Does the child play with an object by making it something else? (e.g., imagining a bottle as a doll, a stone as a car, or a spoon as an airplane)",0
101_959_2022,CREDI_C16,"Can the child correctly name at least one family member other than mom and dad (e.g., name of brother, sister, aunt, uncle)?",0
101_959_2022,CREDI_C17,"Can the child ask for something (e.g., food, water) by name when he/she wants it?",1
101_959_2022,CREDI_C18,Can the child walk backwards?,0
101_959_2022,CREDI_C19,"If the child knows an object (like a cup or an animal) and you show it to him/her, can he/she tell its name every time?",0
101_959_2022,CREDI_C2,"Can the child follow simple directions (e.g., “stand up” or “come here”)?",1
101_959_2022,CREDI_C20,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
101_959_2022,CREDI_C3,"Does the child imitate others’ behavior (e.g., washing hands or dishes)?",1
101_959_2022,CREDI_C4,Can the child climb onto an object such as a chair or bench?,1
101_959_2022,CREDI_C5,"Is the child kind to younger children (e.g., speaks to them nicely and touches them gently)?",1
101_959_2022,CREDI_C6,"Does the child show curiosity to learn new things (e.g., by asking questions or exploring a new area)?",1
101_959_2022,CREDI_C7,"Can the child point to a person or object when asked (e.g., “where is mama?” or “where is the ball?”)?",1
101_959_2022,CREDI_C8,"Can the child kick a ball, or other round objects, forward using his/her foot?",1
101_959_2022,CREDI_C9,"Does the child involve others in play (i.e., play interactive games with other children)?",1
101_961_2022,CREDI_E1,"If the child knows an object (like a cup or an animal) and you show it to him/her, can he/she tell its name every time?",1
101_961_2022,CREDI_E10,"Can the child identify at least one color (e.g., red, blue, yellow)?",0
101_961_2022,CREDI_E11,Does the child become extremely withdrawn or shy in new situations?,0
101_961_2022,CREDI_E12,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",1
101_961_2022,CREDI_E13,"Does the child often kick, bite, or hit other children or adults?",1
101_961_2022,CREDI_E14,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",1
101_961_2022,CREDI_E15,"Does the child ask “why” questions (e.g., “why are you tall?”)?",1
101_961_2022,CREDI_E16,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",0
101_961_2022,CREDI_E17,Can the child explain in words what common objects like a cup or a chair are used for?,1
101_961_2022,CREDI_E18,"Can the child dress him/herself (e.g., put on his/her pants and shirt) without help?",0
101_961_2022,CREDI_E19,"Can the child say what others like or dislike (e.g., “mama doesn’t like fruit,” or “papa likes football”)?",1
101_961_2022,CREDI_E2,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
101_961_2022,CREDI_E20,"Can the child talk about things that have happened in the past using correct language (e.g., “yesterday I played with my friend” or “last week she went to the market”)?",0
101_961_2022,CREDI_E3,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,1
101_961_2022,CREDI_E4,Can the child jump with both feet leaving the ground?,1
101_961_2022,CREDI_E5,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",1
101_961_2022,CREDI_E6,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",1
101_961_2022,CREDI_E7,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",1
101_961_2022,CREDI_E8,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",1
101_961_2022,CREDI_E9,"Can the child count up to five objects (e.g., fingers, people)?",0
101_961_2022,CREDI_F1,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
101_961_2022,CREDI_F10,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",1
101_961_2022,CREDI_F11,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",1
101_961_2022,CREDI_F12,Can the child explain in words what common objects like a cup or a chair are used for?,1
101_961_2022,CREDI_F13,"Can the child dress him/herself (e.g., put on his/her pants and shirt) without help?",1
101_961_2022,CREDI_F14,"Does the child ask “why” questions (e.g., “why are you tall?”)?",1
101_961_2022,CREDI_F15,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",1
101_961_2022,CREDI_F16,Does the child become extremely withdrawn or shy in new situations?,0
101_961_2022,CREDI_F17,"Does the child frequently act impulsively or without thinking (e.g., running into the street without looking)?",0
101_961_2022,CREDI_F18,"Does the child often kick, bite, or hit other children or adults?",1
101_961_2022,CREDI_F19,"Can the child say what others like or dislike (e.g., “mama doesn’t like fruit,” or “papa likes football”)?",1
101_961_2022,CREDI_F2,Can the child jump with both feet leaving the ground?,1
101_961_2022,CREDI_F20,"Can the child talk about things that have happened in the past using correct language (e.g., “yesterday I played with my friend” or “last week she went to the market”)?",1
101_961_2022,CREDI_F3,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",1
101_961_2022,CREDI_F4,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,1
101_961_2022,CREDI_F5,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",1
101_961_2022,CREDI_F6,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",1
101_961_2022,CREDI_F7,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",1
101_961_2022,CREDI_F8,"Can the child count up to five objects (e.g., fingers, people)?",1
101_961_2022,CREDI_F9,"Can the child identify at least one color (e.g., red, blue, yellow)?",1
101_962_2022,CREDI_C1,"Can the child maintain a standing position on his/her own, without holding on or receiving support?",1
101_962_2022,CREDI_C10,Does the child show sympathy or look concerned when others are hurt or sad?,1
101_962_2022,CREDI_C11,Can the child run more than a few steps without falling or bumping into objects?,1
101_962_2022,CREDI_C12,Can the child drink from a cup (without a lid) on his/her own without spilling?,1
101_962_2022,CREDI_C13,"Can the child stack three or more small objects (e.g., blocks, cups, bottle caps) on top of each other?",1
101_962_2022,CREDI_C14,"Can the child answer simple questions (e.g., “do you want water?”) by saying “yes” or “no,” rather than nodding?",1
101_962_2022,CREDI_C15,"Does the child play with an object by making it something else? (e.g., imagining a bottle as a doll, a stone as a car, or a spoon as an airplane)",1
101_962_2022,CREDI_C16,"Can the child correctly name at least one family member other than mom and dad (e.g., name of brother, sister, aunt, uncle)?",0
101_962_2022,CREDI_C17,"Can the child ask for something (e.g., food, water) by name when he/she wants it?",1
101_962_2022,CREDI_C18,Can the child walk backwards?,0
101_962_2022,CREDI_C19,"If the child knows an object (like a cup or an animal) and you show it to him/her, can he/she tell its name every time?",1
101_962_2022,CREDI_C2,"Can the child follow simple directions (e.g., “stand up” or “come here”)?",1
101_962_2022,CREDI_C20,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
101_962_2022,CREDI_C3,"Does the child imitate others’ behavior (e.g., washing hands or dishes)?",0
101_962_2022,CREDI_C4,Can the child climb onto an object such as a chair or bench?,1
101_962_2022,CREDI_C5,"Is the child kind to younger children (e.g., speaks to them nicely and touches them gently)?",1
101_962_2022,CREDI_C6,"Does the child show curiosity to learn new things (e.g., by asking questions or exploring a new area)?",1
101_962_2022,CREDI_C7,"Can the child point to a person or object when asked (e.g., “where is mama?” or “where is the ball?”)?",1
101_962_2022,CREDI_C8,"Can the child kick a ball, or other round objects, forward using his/her foot?",1
101_962_2022,CREDI_C9,"Does the child involve others in play (i.e., play interactive games with other children)?",1
101_962_2022,CREDI_E1,"If the child knows an object (like a cup or an animal) and you show it to him/her, can he/she tell its name every time?",1
101_962_2022,CREDI_E10,"Can the child identify at least one color (e.g., red, blue, yellow)?",1
101_962_2022,CREDI_E11,Does the child become extremely withdrawn or shy in new situations?,1
101_962_2022,CREDI_E12,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",1
101_962_2022,CREDI_E13,"Does the child often kick, bite, or hit other children or adults?",1
101_962_2022,CREDI_E14,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",1
101_962_2022,CREDI_E15,"Does the child ask “why” questions (e.g., “why are you tall?”)?",0
101_962_2022,CREDI_E16,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",1
101_962_2022,CREDI_E17,Can the child explain in words what common objects like a cup or a chair are used for?,1
101_962_2022,CREDI_E18,"Can the child dress him/herself (e.g., put on his/her pants and shirt) without help?",1
101_962_2022,CREDI_E19,"Can the child say what others like or dislike (e.g., “mama doesn’t like fruit,” or “papa likes football”)?",1
101_962_2022,CREDI_E2,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
101_962_2022,CREDI_E20,"Can the child talk about things that have happened in the past using correct language (e.g., “yesterday I played with my friend” or “last week she went to the market”)?",0
101_962_2022,CREDI_E3,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,1
101_962_2022,CREDI_E4,Can the child jump with both feet leaving the ground?,1
101_962_2022,CREDI_E5,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",1
101_962_2022,CREDI_E6,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",1
101_962_2022,CREDI_E7,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",1
101_962_2022,CREDI_E8,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",1
101_962_2022,CREDI_E9,"Can the child count up to five objects (e.g., fingers, people)?",1
101_963_2022,CREDI_D1,Can the child walk backwards?,1
101_963_2022,CREDI_D10,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",1
101_963_2022,CREDI_D11,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",1
101_963_2022,CREDI_D12,"Can the child count up to five objects (e.g., fingers, people)?",0
101_963_2022,CREDI_D13,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",1
101_963_2022,CREDI_D14,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",0
101_963_2022,CREDI_D15,"Can the child identify at least one color (e.g., red, blue, yellow)?",0
101_963_2022,CREDI_D16,Can the child explain in words what common objects like a cup or a chair are used for?,1
101_963_2022,CREDI_D17,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",0
101_963_2022,CREDI_D18,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",1
101_963_2022,CREDI_D19,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",1
101_963_2022,CREDI_D2,"Can the child ask for something (e.g., food, water) by name when he/she wants it?",1
101_963_2022,CREDI_D20,"Does the child ask “why” questions (e.g., “why are you tall?”)?",0
101_963_2022,CREDI_D3,"Can the child correctly name at least one family member other than mom and dad (e.g., name of brother, sister, aunt, uncle)?",1
101_963_2022,CREDI_D4,"If the child knows an object (like a cup or an animal) and you show it to him/her, can he/she tell its name every time?",1
101_963_2022,CREDI_D5,"Can the child remove an item of clothing (e.g., take off his/her shirt)?",0
101_963_2022,CREDI_D6,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
101_963_2022,CREDI_D7,Can the child tell you when he/she is tired or hungry?,1
101_963_2022,CREDI_D8,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,0
101_963_2022,CREDI_D9,Can the child jump with both feet leaving the ground?,1
101_964_2022,CREDI_E1,"If the child knows an object (like a cup or an animal) and you show it to him/her, can he/she tell its name every time?",1
101_964_2022,CREDI_E10,"Can the child identify at least one color (e.g., red, blue, yellow)?",0
101_964_2022,CREDI_E11,Does the child become extremely withdrawn or shy in new situations?,0
101_964_2022,CREDI_E12,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",0
101_964_2022,CREDI_E13,"Does the child often kick, bite, or hit other children or adults?",0
101_964_2022,CREDI_E14,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",0
101_964_2022,CREDI_E15,"Does the child ask “why” questions (e.g., “why are you tall?”)?",0
101_964_2022,CREDI_E16,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",0
101_964_2022,CREDI_E17,Can the child explain in words what common objects like a cup or a chair are used for?,1
101_964_2022,CREDI_E18,"Can the child dress him/herself (e.g., put on his/her pants and shirt) without help?",1
101_964_2022,CREDI_E19,"Can the child say what others like or dislike (e.g., “mama doesn’t like fruit,” or “papa likes football”)?",0
101_964_2022,CREDI_E2,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
101_964_2022,CREDI_E20,"Can the child talk about things that have happened in the past using correct language (e.g., “yesterday I played with my friend” or “last week she went to the market”)?",0
101_964_2022,CREDI_E3,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,0
101_964_2022,CREDI_E4,Can the child jump with both feet leaving the ground?,1
101_964_2022,CREDI_E5,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",0
101_964_2022,CREDI_E6,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",0
101_964_2022,CREDI_E7,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",1
101_964_2022,CREDI_E8,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",1
101_964_2022,CREDI_E9,"Can the child count up to five objects (e.g., fingers, people)?",0
101_964_2022,CREDI_F1,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
101_964_2022,CREDI_F10,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",1
101_964_2022,CREDI_F11,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",1
101_964_2022,CREDI_F12,Can the child explain in words what common objects like a cup or a chair are used for?,1
101_964_2022,CREDI_F13,"Can the child dress him/herself (e.g., put on his/her pants and shirt) without help?",1
101_964_2022,CREDI_F14,"Does the child ask “why” questions (e.g., “why are you tall?”)?",0
101_964_2022,CREDI_F15,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",0
101_964_2022,CREDI_F16,Does the child become extremely withdrawn or shy in new situations?,0
101_964_2022,CREDI_F17,"Does the child frequently act impulsively or without thinking (e.g., running into the street without looking)?",0
101_964_2022,CREDI_F18,"Does the child often kick, bite, or hit other children or adults?",0
101_964_2022,CREDI_F19,"Can the child say what others like or dislike (e.g., “mama doesn’t like fruit,” or “papa likes football”)?",0
101_964_2022,CREDI_F2,Can the child jump with both feet leaving the ground?,1
101_964_2022,CREDI_F20,"Can the child talk about things that have happened in the past using correct language (e.g., “yesterday I played with my friend” or “last week she went to the market”)?",1
101_964_2022,CREDI_F3,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",1
101_964_2022,CREDI_F4,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,1
101_964_2022,CREDI_F5,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",1
101_964_2022,CREDI_F6,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",1
101_964_2022,CREDI_F7,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",1
101_964_2022,CREDI_F8,"Can the child count up to five objects (e.g., fingers, people)?",0
101_964_2022,CREDI_F9,"Can the child identify at least one color (e.g., red, blue, yellow)?",0
101_965_2022,CREDI_B1,"Can the child pick up a small object (e.g., a small toy or stone) using just one hand?",1
101_965_2022,CREDI_B10,"Can the child use gestures to indicate what he/she wants (e.g., put arms up to indicate that he/she wants to be held, or point to water)?",1
101_965_2022,CREDI_B11,"Can the child pick up and drop a small object (e.g., a small toy or stone) into a bucket or bowl while sitting?",1
101_965_2022,CREDI_B12,Can the child throw a small ball or stone forward using his/her hand?,1
101_965_2022,CREDI_B13,"Can the child say one or more words (e.g., names like “mama” or “ba” for “ball”)?",0
101_965_2022,CREDI_B14,"Does the child ask you for help using signs or words when he/she cannot do something on his/her own (e.g., to reach an object up high)?",1
101_965_2022,CREDI_B15,"Can the child walk several steps while holding on to a person or object (e.g., wall or furniture)?",1
101_965_2022,CREDI_B16,"Can the child follow simple directions (e.g., “stand up” or “come here”)?",1
101_965_2022,CREDI_B17,"Can the child maintain a standing position on his/her own, without holding on or receiving support?",1
101_965_2022,CREDI_B18,"Can the child point to a person or object when asked (e.g., “where is mama?” or “where is the ball?”)?",1
101_965_2022,CREDI_B19,"Can the child climb onto an object, such as a chair or bench?",0
101_965_2022,CREDI_B2,Does the child play by tapping an object on the ground or a table?,1
101_965_2022,CREDI_B20,"Can the child kick a ball, or other round objects, forward using his/her foot?",0
101_965_2022,CREDI_B3,Does the child intentionally move or change his/her position to get objects that are out of reach?,1
101_965_2022,CREDI_B4,"If the child likes an object and someone hides it (e.g put it under the bedsheet or behind some object), does the child look for it?",1
101_965_2022,CREDI_B5,Can the child hold him/herself in a sitting position without help or support for longer than a few seconds?,1
101_965_2022,CREDI_B6,Does the child look at an object when someone says “look!” and points to it?,1
101_965_2022,CREDI_B7,Can the child pick up and eat small pieces of food with his/her fingers?,1
101_965_2022,CREDI_B8,"Can the child crawl, roll, or scoot forward on his/her own?",1
101_965_2022,CREDI_B9,"Can the child transfer a small object (e.g., a small toy or stone) from one hand to the other?",1
101_966_2022,CREDI_D1,Can the child walk backwards?,1
101_966_2022,CREDI_D10,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",0
101_966_2022,CREDI_D11,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",1
101_966_2022,CREDI_D12,"Can the child count up to five objects (e.g., fingers, people)?",1
101_966_2022,CREDI_D13,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",0
101_966_2022,CREDI_D14,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",0
101_966_2022,CREDI_D15,"Can the child identify at least one color (e.g., red, blue, yellow)?",0
101_966_2022,CREDI_D16,Can the child explain in words what common objects like a cup or a chair are used for?,0
101_966_2022,CREDI_D17,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",0
101_966_2022,CREDI_D18,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",1
101_966_2022,CREDI_D19,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",0
101_966_2022,CREDI_D2,"Can the child ask for something (e.g., food, water) by name when he/she wants it?",1
101_966_2022,CREDI_D20,"Does the child ask “why” questions (e.g., “why are you tall?”)?",0
101_966_2022,CREDI_D3,"Can the child correctly name at least one family member other than mom and dad (e.g., name of brother, sister, aunt, uncle)?",1
101_966_2022,CREDI_D4,"If the child knows an object (like a cup or an animal) and you show it to him/her, can he/she tell its name every time?",1
101_966_2022,CREDI_D5,"Can the child remove an item of clothing (e.g., take off his/her shirt)?",0
101_966_2022,CREDI_D6,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
101_966_2022,CREDI_D7,Can the child tell you when he/she is tired or hungry?,1
101_966_2022,CREDI_D8,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,0
101_966_2022,CREDI_D9,Can the child jump with both feet leaving the ground?,1
103_1102_2022,CREDI_E1,"If the child knows an object (like a cup or an animal) and you show it to him/her, can he/she tell its name every time?",1
103_1102_2022,CREDI_E10,"Can the child identify at least one color (e.g., red, blue, yellow)?",0
103_1102_2022,CREDI_E11,Does the child become extremely withdrawn or shy in new situations?,1
103_1102_2022,CREDI_E12,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",1
103_1102_2022,CREDI_E13,"Does the child often kick, bite, or hit other children or adults?",0
103_1102_2022,CREDI_E14,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",1
103_1102_2022,CREDI_E15,"Does the child ask “why” questions (e.g., “why are you tall?”)?",0
103_1102_2022,CREDI_E16,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",1
103_1102_2022,CREDI_E17,Can the child explain in words what common objects like a cup or a chair are used for?,1
103_1102_2022,CREDI_E18,"Can the child dress him/herself (e.g., put on his/her pants and shirt) without help?",0
103_1102_2022,CREDI_E19,"Can the child say what others like or dislike (e.g., “mama doesn’t like fruit,” or “papa likes football”)?",0
103_1102_2022,CREDI_E2,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
103_1102_2022,CREDI_E20,"Can the child talk about things that have happened in the past using correct language (e.g., “yesterday I played with my friend” or “last week she went to the market”)?",1
103_1102_2022,CREDI_E3,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,1
103_1102_2022,CREDI_E4,Can the child jump with both feet leaving the ground?,1
103_1102_2022,CREDI_E5,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",1
103_1102_2022,CREDI_E6,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",1
103_1102_2022,CREDI_E7,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",1
103_1102_2022,CREDI_E8,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",1
103_1102_2022,CREDI_E9,"Can the child count up to five objects (e.g., fingers, people)?",0
103_1102_2022,CREDI_F1,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
103_1102_2022,CREDI_F10,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",1
103_1102_2022,CREDI_F11,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",1
103_1102_2022,CREDI_F12,Can the child explain in words what common objects like a cup or a chair are used for?,1
103_1102_2022,CREDI_F13,"Can the child dress him/herself (e.g., put on his/her pants and shirt) without help?",0
103_1102_2022,CREDI_F14,"Does the child ask “why” questions (e.g., “why are you tall?”)?",1
103_1102_2022,CREDI_F15,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",1
103_1102_2022,CREDI_F16,Does the child become extremely withdrawn or shy in new situations?,1
103_1102_2022,CREDI_F17,"Does the child frequently act impulsively or without thinking (e.g., running into the street without looking)?",0
103_1102_2022,CREDI_F18,"Does the child often kick, bite, or hit other children or adults?",1
103_1102_2022,CREDI_F19,"Can the child say what others like or dislike (e.g., “mama doesn’t like fruit,” or “papa likes football”)?",0
103_1102_2022,CREDI_F2,Can the child jump with both feet leaving the ground?,1
103_1102_2022,CREDI_F20,"Can the child talk about things that have happened in the past using correct language (e.g., “yesterday I played with my friend” or “last week she went to the market”)?",0
103_1102_2022,CREDI_F3,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",1
103_1102_2022,CREDI_F4,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,1
103_1102_2022,CREDI_F5,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",1
103_1102_2022,CREDI_F6,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",1
103_1102_2022,CREDI_F7,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",1
103_1102_2022,CREDI_F8,"Can the child count up to five objects (e.g., fingers, people)?",0
103_1102_2022,CREDI_F9,"Can the child identify at least one color (e.g., red, blue, yellow)?",1
103_1104_2022,CREDI_E1,"If the child knows an object (like a cup or an animal) and you show it to him/her, can he/she tell its name every time?",1
103_1104_2022,CREDI_E10,"Can the child identify at least one color (e.g., red, blue, yellow)?",1
103_1104_2022,CREDI_E11,Does the child become extremely withdrawn or shy in new situations?,0
103_1104_2022,CREDI_E12,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",1
103_1104_2022,CREDI_E13,"Does the child often kick, bite, or hit other children or adults?",0
103_1104_2022,CREDI_E14,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",1
103_1104_2022,CREDI_E15,"Does the child ask “why” questions (e.g., “why are you tall?”)?",0
103_1104_2022,CREDI_E16,"If you ask the child to give you three objects (e.g., stones, beans), does the child give you the correct amount?",1
103_1104_2022,CREDI_E17,Can the child explain in words what common objects like a cup or a chair are used for?,1
103_1104_2022,CREDI_E18,"Can the child dress him/herself (e.g., put on his/her pants and shirt) without help?",1
103_1104_2022,CREDI_E19,"Can the child say what others like or dislike (e.g., “mama doesn’t like fruit,” or “papa likes football”)?",0
103_1104_2022,CREDI_E2,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
103_1104_2022,CREDI_E20,"Can the child talk about things that have happened in the past using correct language (e.g., “yesterday I played with my friend” or “last week she went to the market”)?",1
103_1104_2022,CREDI_E3,Can the child sing a short song or repeat parts of a rhyme from memory by him/herself?,1
103_1104_2022,CREDI_E4,Can the child jump with both feet leaving the ground?,1
103_1104_2022,CREDI_E5,"Can the child speak using sentences of three or more words that go together (e.g., “I want water” or “the house is big”)?",1
103_1104_2022,CREDI_E6,"Can the child correctly ask questions using any of the words “what,” “which,” “where,” or “who”?",1
103_1104_2022,CREDI_E7,"Can the child correctly use any of the words “I,” “you,” “she,” or “he” (e.g., “I go to store,” or “he eats rice”)?",1
103_1104_2022,CREDI_E8,"Does the child ask about familiar people other than parents when they are not there (e.g., “where is the neighbor?”)?",1
103_1104_2022,CREDI_E9,"Can the child count up to five objects (e.g., fingers, people)?",1
103_1104_2022,CREDI_F1,"Can the child say ten or more separate words (e.g., names like “mama” or objects like “ball”)?",1
103_1104_2022,CREDI_F10,"If you show the child two objects or people of different size, can he/she tell you which one is the big one and which is the small one?",1
103_1104_2022,CREDI_F11,"Can the child use “on”, “in”, “under” correctly to tell the location of the object? (e.g., “the cup is on the table” instead of “the cup is in the table”)",1
103_1104_2022,CREDI_F12,Can the child explain in words what common objects like a cup or a chair are used for?,1
103_1104_2022,CREDI_F13,"Can the child dress him/herself (e.g., put on his/her pants and shirt) without help?",1
